highway_n,osmid_n,ref_n,geometry_n
,5263061310,,POINT (-116.9918712 32.6079364)
,2634740034,,POINT (-116.9491578 32.6495521)
,49344836,,POINT (-117.0690273 32.594769)
,5263061316,,POINT (-116.9925772 32.6067207)
,49738054,,POINT (-116.988777 32.756321)
,49475911,,POINT (-117.0019 32.706142)
,49475912,,POINT (-117.000977 32.70612)
turning_circle,276558154,,POINT (-117.2196661 32.7654043)
,49475919,,POINT (-116.994164 32.705952)
,49344862,,POINT (-117.0638662 32.5927539)
traffic_signals,1630990687,,POINT (-117.1552998 32.7484843)
,49410400,,POINT (-117.1604701 32.7532722)
turning_circle,49410401,,POINT (-117.159575 32.7533013)
traffic_signals,2634740066,,POINT (-116.9551926 32.6615771)
traffic_signals,2634740067,,POINT (-116.9553331 32.6616072)
,49344866,,POINT (-117.088013 32.650536)
,49410404,,POINT (-117.164108 32.752823)
,49410406,,POINT (-117.163193 32.752838)
,49344871,,POINT (-117.0853292 32.643674)
,49344877,,POINT (-117.0840719 32.640173)
,49344879,,POINT (-117.083649 32.639301)
traffic_signals,1630990704,,POINT (-117.153458 32.7485618)
,49541490,,POINT (-117.230888 32.726189)
,49541491,,POINT (-117.231857 32.726776)
traffic_signals,1630990708,,POINT (-117.151222 32.7485691)
,49344885,,POINT (-117.082298 32.635818)
,2634740086,,POINT (-116.9525812 32.6560021)
,49541496,,POINT (-117.235992 32.728436)
,49344889,,POINT (-117.081947 32.634972)
traffic_signals,2634740090,,POINT (-116.9498083 32.6517306)
,49475966,,POINT (-116.987473 32.706951)
,49344900,,POINT (-117.080963 32.632378)
turning_circle,49541510,,POINT (-117.0286301 32.6883081)
,49344905,,POINT (-117.079941 32.629791)
,2634740106,,POINT (-116.9553833 32.6626569)
,49672593,,POINT (-117.219833 32.755676)
,49344916,,POINT (-117.078568 32.626343)
,49279380,,POINT (-116.929703 32.749615)
,49279382,,POINT (-116.929893 32.750099)
,49344920,,POINT (-117.078232 32.625446)
,1630990745,,POINT (-117.0466081 32.7733324)
turning_circle,49279389,,POINT (-116.9299942 32.7505518)
,49344928,,POINT (-117.076759 32.621681)
,49344930,,POINT (-117.076424 32.620815)
,49082788,,POINT (-117.029556 32.654068)
,49344935,,POINT (-117.075882 32.619438)
,49082797,,POINT (-117.1008 32.766453)
,49344942,,POINT (-117.074516 32.615993)
,49344948,,POINT (-117.073174 32.612549)
,49082807,,POINT (-117.0993659 32.7663786)
,49082808,,POINT (-117.102287 32.766052)
,49344954,,POINT (-117.071823 32.609097)
,4591514044,,POINT (-116.9908986 32.6816621)
,48951741,,POINT (-117.0207078 32.6368558)
,49344957,,POINT (-117.070976 32.606873)
traffic_signals,49344959,,POINT (-117.070503 32.605659)
,48951744,,POINT (-117.2105652 32.741895)
,4591514051,,POINT (-116.9898998 32.6789287)
,4591514052,,POINT (-116.9906696 32.6813901)
,48951750,,POINT (-117.2101976 32.7416245)
,2817126859,,POINT (-117.1691023 32.7145996)
,4591514064,,POINT (-116.9911511 32.6791788)
,49738193,,POINT (-117.224182 32.735821)
,49344986,,POINT (-117.092796 32.649197)
,49344987,,POINT (-117.092484 32.648327)
,49344990,,POINT (-117.09214 32.647457)
,49344993,,POINT (-117.019974 32.758797)
,49410540,,POINT (-117.047363 32.662746)
turning_circle,49213938,,POINT (-117.174553 32.797241)
,49476085,,POINT (-116.999336 32.787601)
,49017334,,POINT (-116.9445928 32.796761)
,49476087,,POINT (-116.997742 32.787598)
,49476091,,POINT (-117.108803 32.686073)
,49476092,,POINT (-117.108803 32.684761)
,49082877,,POINT (-117.066562 32.7672529)
,49082880,,POINT (-117.067818 32.76907)
,49082881,,POINT (-117.068237 32.769753)
,49082882,,POINT (-117.0687904 32.7706491)
,4341756419,,POINT (-116.9902557 32.6387095)
,49345028,,POINT (-117.0188129 32.7593126)
,4341756420,,POINT (-116.9903742 32.638839)
,49345032,,POINT (-117.020027 32.761524)
,49476107,,POINT (-116.997223 32.792393)
,49345035,,POINT (-117.021423 32.763985)
,4341756427,,POINT (-116.991952 32.6407051)
,49345039,,POINT (-117.022369 32.766045)
,49345042,,POINT (-117.084824 32.628429)
,49476115,,POINT (-116.999077 32.789318)
,49345044,,POINT (-117.084503 32.627556)
,49213973,,POINT (-117.1426206 32.7227392)
,4341756436,,POINT (-116.9942155 32.6421187)
,49345047,,POINT (-117.1325723 32.5810041)
turning_circle,49672728,,POINT (-116.962967 32.753468)
,4341756440,,POINT (-116.9957826 32.6430268)
,279048730,,POINT (-117.1164424 32.5841469)
,49345051,,POINT (-117.131727 32.5810031)
,49345052,,POINT (-117.129579 32.581005)
,49345054,,POINT (-117.123451 32.581001)
,49345055,,POINT (-117.100098 32.581341)
,49345059,,POINT (-117.081673 32.620316)
,49345061,,POINT (-117.081459 32.619793)
,49345063,,POINT (-117.081421 32.619804)
,49345064,,POINT (-117.08075 32.618088)
,49476141,,POINT (-116.998154 32.784458)
,49082928,,POINT (-116.960018 32.6616953)
,49476148,,POINT (-116.997513 32.78233)
,49082932,,POINT (-116.960297 32.662914)
,49541687,,POINT (-117.035217 32.776077)
motorway_junction,48951869,,POINT (-117.0792326 32.657959)
,49082950,,POINT (-117.009811 32.791737)
traffic_signals,49476170,,POINT (-116.9972422 32.7786949)
,49082954,,POINT (-117.008713 32.795643)
,49214028,,POINT (-117.1343666 32.7378342)
,49214033,,POINT (-117.1345521 32.7383927)
,49279577,,POINT (-117.039459 32.580868)
,49279578,,POINT (-117.039009 32.580864)
,1342894683,,POINT (-117.101393 32.7293024)
,48951900,,POINT (-117.0765654 32.6616636)
turning_circle,49476188,,POINT (-117.068398 32.702385)
,1342894686,,POINT (-117.1030574 32.7296656)
turning_circle,49410650,,POINT (-117.052597 32.674839)
turning_circle,49410656,,POINT (-117.1053479 32.7732727)
,1342894691,,POINT (-117.0981903 32.7368865)
,1342894693,,POINT (-117.1024827 32.729661)
,1342894694,,POINT (-117.1036958 32.7285051)
traffic_signals,48951912,,POINT (-117.10762 32.72319)
,49410665,,POINT (-117.10376 32.773243)
,49410669,,POINT (-117.102997 32.773178)
,1342894706,,POINT (-117.1019954 32.7281254)
,1342894707,,POINT (-117.1025333 32.7285024)
,49541746,,POINT (-117.1086589 32.7114579)
,49541747,,POINT (-117.108673 32.713432)
,49410677,,POINT (-117.100731 32.775146)
,1702163063,,POINT (-117.2021597 32.7691094)
,49410680,,POINT (-117.101013 32.776161)
,3701535356,,POINT (-117.0481385 32.6421293)
,3701535358,,POINT (-117.0486001 32.6423047)
,49541771,,POINT (-117.10952 32.738468)
turning_circle,49410702,,POINT (-117.087273 32.771267)
traffic_signals,49541777,,POINT (-117.1095023 32.7478151)
,49738390,,POINT (-116.950638 32.768543)
,49672855,,POINT (-117.051727 32.717464)
,49214110,,POINT (-117.0743512 32.5841984)
turning_circle,49214120,,POINT (-117.071831 32.584473)
turning_circle,49279657,,POINT (-117.085564 32.5686216)
turning_circle,49279661,,POINT (-117.055397 32.667206)
,3474125486,,POINT (-117.0785288 32.7584848)
,3474125487,,POINT (-117.0773916 32.7586652)
,49410733,,POINT (-117.174919 32.742096)
,49607345,,POINT (-117.087051 32.72694)
,49410734,,POINT (-117.175797 32.742107)
,49279665,,POINT (-117.054817 32.665894)
,49672881,,POINT (-117.0452769 32.6400826)
turning_circle,49214134,,POINT (-117.061028 32.788631)
,2504585911,,POINT (-117.222518 32.735334)
,49410744,,POINT (-117.169228 32.742054)
,49214148,,POINT (-117.059853 32.787617)
,48886473,,POINT (-116.923363 32.72739)
,49672906,,POINT (-117.0436829 32.6391671)
,2627730784,,POINT (-116.9591016 32.6189215)
,49410765,,POINT (-117.165817 32.7414517)
,49607375,,POINT (-117.083969 32.737732)
,2627730785,,POINT (-116.9612986 32.6190569)
,48886486,,POINT (-116.92231 32.724415)
,49410776,,POINT (-117.1649365 32.7414542)
,49607385,,POINT (-117.084343 32.739155)
,2627730787,,POINT (-116.9588138 32.6190699)
,49214175,,POINT (-117.054138 32.786198)
,49410786,,POINT (-117.058594 32.612797)
,49279717,,POINT (-117.0998209 32.7839007)
,49214182,,POINT (-117.053047 32.785908)
,49214183,,POINT (-117.052307 32.785423)
,2627730789,,POINT (-116.9603305 32.6192993)
,49214189,,POINT (-117.05146 32.784962)
,49476336,,POINT (-117.028229 32.767345)
,49476337,,POINT (-117.028259 32.768612)
,49476341,,POINT (-117.0847891 32.6379388)
,49214199,,POINT (-117.0497705 32.7852394)
,49476343,,POINT (-117.087402 32.645985)
,49476345,,POINT (-117.086723 32.64426)
,49541890,,POINT (-116.902573 32.780361)
,49476360,,POINT (-117.080513 32.628864)
,49279752,,POINT (-116.999184 32.799076)
,49476362,,POINT (-117.07962 32.626606)
,49476364,,POINT (-117.078407 32.623398)
,49279760,,POINT (-117.001633 32.798168)
,459797267,,POINT (-116.9369754 32.6375757)
,459797268,,POINT (-116.936218 32.6354169)
,49279763,,POINT (-117.060501 32.563995)
,459797271,,POINT (-116.9362663 32.6360322)
,459797273,,POINT (-116.9361053 32.6370953)
,49672988,,POINT (-116.902481 32.796646)
,459797277,,POINT (-116.9361868 32.6376378)
,49672989,,POINT (-116.90229 32.796291)
,49279775,,POINT (-117.060966 32.561848)
,2403136288,,POINT (-117.1500397 32.7496127)
,49672992,,POINT (-116.901562 32.7949511)
turning_circle,459797281,,POINT (-116.9353319 32.6370137)
motorway_junction,276820772,3A,POINT (-117.1634775 32.7643444)
turning_circle,459797285,,POINT (-116.9351882 32.6360832)
turning_circle,459797289,,POINT (-116.9401879 32.6434843)
,459797291,,POINT (-116.9404661 32.6428577)
turning_circle,49214260,,POINT (-116.9853502 32.7978908)
,459797300,,POINT (-116.940752 32.6392702)
,279049013,,POINT (-117.1167627 32.584582)
,49214266,,POINT (-116.986931 32.797894)
,49279806,,POINT (-117.130547 32.794613)
,49214272,,POINT (-116.987793 32.798492)
,49279808,,POINT (-117.127434 32.795303)
,49279812,,POINT (-117.126602 32.795509)
,49279814,,POINT (-117.125023 32.796135)
,49738567,,POINT (-117.024651 32.698494)
,49015396,,POINT (-117.064636 32.561256)
,49279817,,POINT (-117.124222 32.796452)
,459797322,,POINT (-116.940107 32.6347109)
,49476427,,POINT (-117.23658 32.788952)
,49410892,,POINT (-117.0267393 32.7296813)
,49214285,,POINT (-117.027397 32.716915)
,49015397,,POINT (-117.064827 32.561073)
,49214287,,POINT (-117.027344 32.717712)
,49015398,,POINT (-117.064957 32.56094)
,49476436,,POINT (-117.235893 32.782661)
,459797339,,POINT (-116.9424711 32.6437106)
,49015400,,POINT (-117.065109 32.560814)
,459797343,,POINT (-116.9415471 32.6435023)
,49410915,,POINT (-117.063828 32.799068)
,3528979299,,POINT (-117.1314623 32.7826698)
,3528979302,,POINT (-117.1311216 32.7829329)
,3528979303,,POINT (-117.1326903 32.7829566)
,3528979305,,POINT (-117.1310406 32.7830326)
,3528979310,,POINT (-117.1315939 32.783385)
turning_circle,459797361,,POINT (-116.9425376 32.6372151)
,3528979315,,POINT (-117.1290622 32.783723)
,3528979318,,POINT (-117.1292187 32.7838841)
,3528979319,,POINT (-117.1293573 32.7840269)
,3528979321,,POINT (-117.1294359 32.7841245)
,3528979322,,POINT (-117.130716 32.7842081)
turning_circle,49542011,,POINT (-117.072144 32.586887)
,3528979324,,POINT (-117.1295637 32.7842802)
,459797374,,POINT (-116.9417293 32.639222)
,3528979327,,POINT (-117.129609 32.7843238)
turning_circle,49542016,,POINT (-117.0741659 32.5867346)
,279049090,,POINT (-117.1155267 32.5846245)
turning_circle,1335358339,,POINT (-116.9461932 32.6607516)
turning_circle,49476484,,POINT (-117.019157 32.716949)
,279049091,,POINT (-117.115517 32.5837564)
,3528979334,,POINT (-117.1300894 32.7846106)
,49476487,,POINT (-117.019417 32.717457)
,459797383,,POINT (-116.9378831 32.6378831)
,3590583174,,POINT (-117.0877354 32.737826)
,49214346,,POINT (-117.028381 32.699802)
,49345419,,POINT (-117.052933 32.689102)
,3528979335,,POINT (-117.1287154 32.7846317)
turning_circle,49214349,,POINT (-117.194939 32.787727)
,49214350,,POINT (-117.194862 32.788082)
,3528979336,,POINT (-117.1302923 32.7846941)
,49120821,,POINT (-117.1575246 32.7564283)
,3695768465,,POINT (-117.1518912 32.759997)
,3528979340,,POINT (-117.1299476 32.7848866)
,504755089,,POINT (-117.233399 32.7427954)
,49083284,,POINT (-117.122124 32.734932)
,3695768468,,POINT (-117.1519056 32.7609361)
,3528979346,,POINT (-117.1298562 32.7850616)
,49214360,,POINT (-117.059692 32.789215)
,49542041,,POINT (-116.977097 32.71629)
,49214364,,POINT (-117.044472 32.73756)
,49542046,,POINT (-116.981178 32.713951)
,49214367,,POINT (-117.0429 32.737076)
,459797416,,POINT (-116.9407813 32.6341524)
,459797428,,POINT (-116.9393938 32.6350497)
,459797430,,POINT (-116.9381053 32.6353054)
,459797432,,POINT (-116.9371919 32.635358)
,49083323,,POINT (-117.069588 32.797523)
,49083324,,POINT (-117.008148 32.752029)
,3639604156,,POINT (-117.0852222 32.7425163)
turning_circle,459797436,,POINT (-116.9425897 32.6352692)
turning_circle,49607615,,POINT (-117.1426106 32.788918)
,459797438,,POINT (-116.9412548 32.6345)
,49083329,,POINT (-117.004829 32.750996)
turning_circle,49214402,,POINT (-116.9913557 32.7421462)
turning_circle,459797440,,POINT (-116.9424929 32.6343239)
,279049153,,POINT (-117.1142909 32.5840166)
,459797443,,POINT (-116.9470742 32.6393716)
,3639604163,,POINT (-117.086269 32.742925)
,459797450,,POINT (-116.9482344 32.639567)
,459797452,,POINT (-116.9484448 32.6390721)
,459797453,,POINT (-116.9466473 32.6392518)
,459797455,,POINT (-116.9516569 32.6394247)
,459797459,,POINT (-116.9507189 32.638245)
,2667901908,,POINT (-116.982552 32.6287947)
,2667901909,,POINT (-116.9823368 32.6289846)
,459797462,,POINT (-116.9515424 32.6396541)
,2667901912,,POINT (-116.9825349 32.6292776)
,459797464,,POINT (-116.9516012 32.6388681)
,2667901914,,POINT (-116.9830204 32.6293279)
,2667901917,,POINT (-116.9815378 32.6294786)
,459797469,,POINT (-116.9495276 32.6384974)
,2667901919,,POINT (-116.982462 32.6296037)
,2667901920,,POINT (-116.9830536 32.6296735)
,459797471,,POINT (-116.9489321 32.6382615)
,459797473,,POINT (-116.9484243 32.6376421)
,2667901923,,POINT (-116.9823949 32.629907)
,459797474,,POINT (-116.9478245 32.6370116)
,49083365,,POINT (-117.029388 32.58548)
,2667901925,,POINT (-116.9828238 32.6299789)
turning_circle,459797475,,POINT (-116.9484068 32.6387242)
turning_circle,49083368,,POINT (-117.028587 32.585209)
,2667901929,,POINT (-116.982267 32.6304284)
turning_circle,459797476,,POINT (-116.9474217 32.6384311)
,2667901931,,POINT (-116.9794159 32.6304844)
,2667901932,,POINT (-116.9828034 32.630513)
,49279973,,POINT (-117.18309 32.743347)
,49083374,,POINT (-117.037376 32.683422)
,49083375,,POINT (-117.037323 32.682869)
,2667901934,,POINT (-116.9795138 32.6306386)
,2667901937,,POINT (-116.9801402 32.6308338)
,49279979,,POINT (-117.184486 32.744286)
,2667901939,,POINT (-116.9797628 32.6308557)
,49279981,,POINT (-117.185677 32.744831)
,2667901941,,POINT (-116.9790791 32.6309261)
,2667901942,,POINT (-116.982168 32.6309485)
,2667901943,,POINT (-116.9799475 32.6309808)
,2667901944,,POINT (-116.9825962 32.6310186)
,2667901945,,POINT (-116.9789772 32.6310499)
,2667901946,,POINT (-116.9794797 32.6311465)
,49411059,,POINT (-117.043602 32.692589)
,49411063,,POINT (-117.041847 32.692539)
,2667901949,,POINT (-116.9796805 32.6313257)
traffic_signals,49279995,,POINT (-117.192284 32.749275)
,2667901951,,POINT (-116.9793337 32.6313989)
,2667901952,,POINT (-116.9796122 32.6314593)
,49279998,,POINT (-117.192841 32.750263)
,2667901954,,POINT (-116.9792295 32.6316329)
,2667901955,,POINT (-116.9794938 32.6316993)
turning_circle,49607684,,POINT (-116.9387556 32.7494856)
,49083394,,POINT (-116.9900997 32.5701416)
,49280000,,POINT (-117.193359 32.751335)
,49280003,,POINT (-117.193787 32.752068)
,2667901960,,POINT (-116.9779745 32.6322405)
,2667901961,,POINT (-116.9773244 32.6322429)
stop,49280005,,POINT (-117.194908 32.752781)
,2667901963,,POINT (-116.9790677 32.6323744)
,49280007,,POINT (-117.195824 32.753345)
,2667901965,,POINT (-116.9772219 32.6326886)
,2667901966,,POINT (-116.9793232 32.6327052)
,2667901967,,POINT (-116.9783874 32.6327409)
,2667901968,,POINT (-116.9789679 32.6327899)
,2667901969,,POINT (-116.9792508 32.6330014)
,49411089,,POINT (-117.038933 32.693996)
,2667901971,,POINT (-116.9773089 32.6330756)
,2667901972,,POINT (-116.9783281 32.6330803)
,2667901973,,POINT (-116.9791997 32.6332238)
,49148948,,POINT (-117.056679 32.750767)
,2658268181,,POINT (-117.1036876 32.7249054)
,2658268183,,POINT (-117.1040791 32.7251033)
turning_circle,49083417,,POINT (-117.1722906 32.7431382)
,49083418,,POINT (-117.1740261 32.7431123)
,49083419,,POINT (-117.1740881 32.7431114)
,2667901980,,POINT (-116.9791088 32.6338478)
,49083421,,POINT (-117.163834 32.743305)
,2667901982,,POINT (-116.9790691 32.6340964)
,49083423,,POINT (-117.164963 32.743294)
,49083424,,POINT (-117.1654984 32.7432886)
,49083425,,POINT (-117.1662022 32.7432814)
,49083426,,POINT (-117.1663889 32.743287)
turning_circle,1164375075,,POINT (-117.0201391 32.6297798)
,49083420,,POINT (-117.174919 32.743099)
,2658268191,,POINT (-117.1187013 32.7317541)
,49411105,,POINT (-117.035179 32.694763)
,49083431,,POINT (-117.194931 32.75655)
,49411107,,POINT (-117.034348 32.694748)
,49411109,,POINT (-117.033524 32.694729)
,49017898,,POINT (-117.1714351 32.6948268)
,49017899,,POINT (-117.1711315 32.6947242)
,279049259,,POINT (-117.1093665 32.583966)
,49083437,,POINT (-117.195709 32.758545)
,279049260,,POINT (-117.110602 32.5839588)
,279049262,,POINT (-117.1118375 32.5839733)
turning_circle,49214512,,POINT (-116.9375075 32.5529381)
,49411119,,POINT (-117.031578 32.695557)
,48886832,,POINT (-117.2381313 32.7650585)
traffic_signals,48886833,,POINT (-117.2378917 32.7655415)
,279049261,,POINT (-117.1130567 32.583995)
,49148977,,POINT (-117.189507 32.78376)
,49148979,,POINT (-117.188477 32.783749)
,49738810,,POINT (-117.017151 32.761768)
,49607744,,POINT (-117.002083 32.665211)
,49411136,,POINT (-117.030884 32.696484)
,49607749,,POINT (-117.001343 32.66555)
,49738824,,POINT (-117.046852 32.695099)
,49607753,,POINT (-117.0198084 32.6597116)
,49542218,,POINT (-117.005249 32.631161)
,49542220,,POINT (-117.005531 32.630978)
,49607760,,POINT (-117.0194011 32.6605253)
,49411153,,POINT (-117.031013 32.698395)
,49083481,,POINT (-117.1296088 32.7296451)
,49345627,,POINT (-116.990547 32.653481)
,49083483,,POINT (-117.1295506 32.7307685)
traffic_signals,49083485,,POINT (-117.1295353 32.7063998)
,49083487,,POINT (-117.129539 32.707455)
,49083488,,POINT (-117.129539 32.708488)
,49083489,,POINT (-117.130268 32.7202614)
,49083490,,POINT (-117.1302565 32.7213058)
,49083491,,POINT (-117.130234 32.722347)
,49083492,,POINT (-117.130219 32.7234)
,49083493,,POINT (-117.130203 32.724438)
,49083494,,POINT (-117.130188 32.725487)
,49083495,,POINT (-117.13018 32.726528)
,49214568,,POINT (-117.045464 32.58189)
,49083497,,POINT (-117.130173 32.728607)
,49083498,,POINT (-117.1301691 32.7296402)
,49345637,,POINT (-116.992973 32.652653)
,49083496,,POINT (-117.130173 32.727562)
traffic_signals,49083499,,POINT (-117.13015 32.75034)
,49607787,,POINT (-117.163177 32.751869)
traffic_signals,49083501,,POINT (-117.1301729 32.7540651)
,49083502,,POINT (-117.1301601 32.7554003)
,49083500,,POINT (-117.130157 32.752209)
turning_circle,49607792,,POINT (-117.1596977 32.751994)
turning_circle,49345646,,POINT (-116.99543 32.65263)
,49083504,,POINT (-117.13018 32.759155)
traffic_signals,49083505,,POINT (-117.130203 32.76289)
traffic_signals,49083503,,POINT (-117.130173 32.757286)
,49083506,,POINT (-117.130203 32.763786)
,49083507,,POINT (-117.069458 32.576553)
,49083511,,POINT (-117.068947 32.574608)
,49083512,,POINT (-117.068932 32.573544)
,49411186,,POINT (-117.026802 32.701176)
,1210053753,,POINT (-117.1502666 32.6963468)
,49673342,,POINT (-117.0905 32.676086)
,49083524,,POINT (-117.130074 32.741085)
,49083525,,POINT (-117.130074 32.742142)
,49083526,,POINT (-117.130074 32.743179)
,49083527,,POINT (-117.130074 32.744232)
,49083528,,POINT (-117.130074 32.745274)
,49083529,,POINT (-117.130074 32.7463198)
,49083530,,POINT (-117.1294449 32.7323744)
,48952456,,POINT (-117.084091 32.581253)
,49411204,,POINT (-117.02491 32.703419)
,49673350,,POINT (-117.086868 32.668049)
,49083534,,POINT (-117.1293288 32.734741)
,49083535,,POINT (-117.1293239 32.7365678)
traffic_signals,49083536,,POINT (-117.1293173 32.7374394)
,49083537,,POINT (-117.129288 32.739262)
,49083538,,POINT (-117.12928 32.741032)
,49083539,,POINT (-117.12928 32.741085)
,49083540,,POINT (-117.130234 32.708488)
,49083541,,POINT (-117.130219 32.709538)
,49083542,,POINT (-117.130219 32.710575)
traffic_signals,49083543,,POINT (-117.130219 32.711639)
,49214616,,POINT (-117.07296 32.795208)
,49083545,,POINT (-117.1301697 32.7127361)
,1175057554,,POINT (-117.1240189 32.757231)
motorway_junction,49083549,1C,POINT (-117.129784 32.71373)
,279049375,,POINT (-117.1113097 32.5837925)
,49083552,,POINT (-117.129593 32.714813)
traffic_signals,49083553,,POINT (-117.1296095 32.7158638)
traffic_signals,49083554,,POINT (-117.1296168 32.7169126)
,49083555,,POINT (-117.129619 32.7179508)
traffic_signals,2634740898,,POINT (-116.9538252 32.6582388)
traffic_signals,2634740899,,POINT (-116.9536944 32.6583168)
,49214629,,POINT (-117.072777 32.794106)
,49083558,,POINT (-117.129463 32.718998)
,49083564,,POINT (-116.961777 32.732803)
,49083565,,POINT (-116.9626633 32.733845)
,49083566,,POINT (-117.02858 32.621204)
turning_circle,49083567,,POINT (-117.028183 32.621315)
,49083568,,POINT (-117.095413 32.572159)
,49083569,,POINT (-117.095413 32.571701)
stop,49607864,,POINT (-117.2449016 32.7509755)
,4341298361,,POINT (-117.0848925 32.6169457)
,49542329,,POINT (-117.0100435 32.729015)
,49607868,,POINT (-117.2443781 32.7515881)
turning_circle,49083584,,POINT (-117.002113 32.653198)
,49607874,,POINT (-117.082413 32.744686)
,49738951,,POINT (-117.1391907 32.7198653)
turning_circle,49149129,,POINT (-117.070503 32.683208)
,49738957,,POINT (-117.139381 32.720432)
,5263062221,,POINT (-116.9945852 32.6086029)
,5263062222,,POINT (-116.9938569 32.6088854)
,49607888,,POINT (-116.979073 32.730301)
,1312617681,,POINT (-117.1251197 32.7285259)
,5263062229,,POINT (-116.9921975 32.6073745)
,5263062230,,POINT (-116.9935484 32.6117245)
,5263062231,,POINT (-116.9928867 32.6103826)
,49149145,,POINT (-117.069122 32.683357)
,5263062236,,POINT (-116.9931169 32.6126543)
,5263062237,,POINT (-116.9907855 32.6135264)
,5263062240,,POINT (-116.9991414 32.6112015)
,49083620,,POINT (-117.144333 32.744354)
,49083626,,POINT (-117.055542 32.60025)
,49542385,,POINT (-117.006844 32.739799)
,49214707,,POINT (-117.223984 32.753582)
,49083638,,POINT (-116.977898 32.753017)
,279049464,,POINT (-117.1081253 32.5839516)
,49280254,,POINT (-117.0090111 32.6410593)
,49083647,,POINT (-116.978844 32.754829)
,49784005,,POINT (-117.098534 32.577503)
,49083651,,POINT (-116.979073 32.755611)
,49083652,,POINT (-116.979057 32.757366)
,49083653,,POINT (-116.97905 32.758217)
,49149187,,POINT (-117.151367 32.752098)
,2654205188,,POINT (-117.1629585 32.7222345)
turning_circle,49083656,,POINT (-117.052193 32.63718)
,49149190,,POINT (-117.151016 32.752525)
,49083658,,POINT (-117.052879 32.637062)
,1257239815,,POINT (-117.0317933 32.7218923)
,49149197,,POINT (-117.151001 32.753464)
,49083662,,POINT (-117.053383 32.636513)
,49083664,,POINT (-117.05323 32.635784)
,49149200,,POINT (-117.151123 32.754272)
stop,49149202,,POINT (-117.151253 32.755333)
,49280276,,POINT (-117.011803 32.639202)
stop,49149205,,POINT (-117.15126 32.757195)
,49083670,,POINT (-117.052559 32.633694)
,49083671,,POINT (-117.052231 32.632832)
,49083672,,POINT (-117.051353 32.630634)
,49083673,,POINT (-117.051193 32.63026)
stop,49149209,,POINT (-117.15126 32.759071)
turning_circle,49214747,,POINT (-117.0391879 32.5572043)
,279049499,,POINT (-117.1069106 32.5839516)
,49149213,,POINT (-117.151268 32.759666)
,49739040,,POINT (-117.1397046 32.7199095)
,49083680,,POINT (-117.050087 32.628754)
,49083681,,POINT (-117.0497909 32.6279827)
,49083683,,POINT (-117.047882 32.623119)
,49083684,,POINT (-117.047523 32.6222)
,49083685,,POINT (-117.047234 32.621445)
turning_circle,49214756,,POINT (-117.045303 32.600143)
,49214758,,POINT (-117.045273 32.598804)
,49083682,,POINT (-117.04818 32.623875)
,2802513189,,POINT (-117.1756325 32.7114031)
,277345569,,POINT (-117.0860778 32.6803459)
,49083691,,POINT (-117.046539 32.618652)
turning_circle,49214763,,POINT (-117.199112 32.795826)
,49214765,,POINT (-117.19899 32.796413)
,49083694,,POINT (-117.045769 32.616451)
,49083695,,POINT (-117.045471 32.615665)
,49083696,,POINT (-117.045181 32.614918)
,49083697,,POINT (-117.044884 32.614143)
,49083698,,POINT (-117.044571 32.613358)
,5755434288,,POINT (-117.1305813 32.7843547)
,49083699,,POINT (-117.044273 32.61256)
,49083701,,POINT (-117.043854 32.611309)
,49149230,,POINT (-117.066963 32.615208)
,2654205231,,POINT (-117.1673103 32.727356)
,2654205235,,POINT (-117.166641 32.7276082)
,49083705,,POINT (-117.043213 32.610497)
,5755434298,,POINT (-117.1298707 32.7842321)
,49280307,,POINT (-117.033417 32.628887)
,49280312,,POINT (-117.037071 32.770805)
,49149245,,POINT (-117.065811 32.614609)
,49083714,,POINT (-117.040703 32.608185)
traffic_signals,49083720,,POINT (-117.038873 32.6045828)
,49083721,,POINT (-117.038544 32.604214)
,49083722,,POINT (-117.038048 32.603668)
,49083730,,POINT (-117.0373 32.600224)
,49083733,,POINT (-117.038498 32.598255)
,49083734,,POINT (-117.039207 32.597626)
,49083740,,POINT (-117.040147 32.5948136)
motorway_junction,49018205,2B,POINT (-117.0466836 32.5680616)
,49149285,,POINT (-117.187973 32.779987)
,49149287,,POINT (-117.188301 32.780792)
,49018219,,POINT (-117.061707 32.574036)
,49149292,,POINT (-117.18943 32.783585)
,49018221,,POINT (-117.062005 32.574352)
,49083758,,POINT (-117.062622 32.63464)
,49083762,,POINT (-117.061768 32.633163)
,49083767,,POINT (-117.061394 32.631168)
,49083768,,POINT (-117.063408 32.636997)
,49083769,,POINT (-117.063141 32.636318)
,49149308,,POINT (-117.191612 32.788456)
,49149317,,POINT (-117.192284 32.790428)
turning_circle,49083782,,POINT (-117.005447 32.745159)
,49083783,,POINT (-117.004692 32.745167)
stop,49149320,,POINT (-117.193604 32.793415)
,48887180,,POINT (-116.9889957 32.7907786)
,48887181,,POINT (-116.9895582 32.7899393)
traffic_signals,49149329,,POINT (-117.1942163 32.7944247)
,48887194,,POINT (-117.0988553 32.6909621)
,49214875,,POINT (-116.902557 32.778919)
,49280412,,POINT (-116.997101 32.635429)
,49214877,,POINT (-117.040329 32.631851)
,49542560,,POINT (-117.054947 32.675079)
,49214882,,POINT (-117.037323 32.631523)
,49214885,,POINT (-117.057373 32.623894)
,49149349,,POINT (-117.195396 32.777481)
,49214888,,POINT (-117.057121 32.623238)
