highway_n,osmid_n,ref_n,geometry_n
,49290567,,POINT (-117.04631 32.732296)
motorway_junction,48962890,,POINT (-117.101516 32.7779279)
traffic_signals,48962891,,POINT (-117.1007779 32.777964)
traffic_signals,48962893,,POINT (-117.1006405 32.7781904)
,49749330,,POINT (-117.073753 32.561626)
,49290582,,POINT (-117.045471 32.727268)
,49552726,,POINT (-117.196671 32.777618)
,49290584,,POINT (-117.045753 32.728531)
,49552729,,POINT (-117.196548 32.777279)
,49290590,,POINT (-117.04641 32.731556)
,49028448,,POINT (-116.905418 32.704533)
,1336352096,,POINT (-117.0769544 32.7519032)
,1336352097,,POINT (-117.0790564 32.7520029)
,49028451,,POINT (-116.905457 32.705395)
,49552739,,POINT (-117.195969 32.776783)
,49028453,,POINT (-116.904427 32.704529)
,1336352100,,POINT (-117.0773734 32.7526438)
,1336352102,,POINT (-117.0848842 32.7494847)
,49028456,,POINT (-116.904602 32.703159)
,1336352105,,POINT (-117.077376 32.7529838)
,49225066,,POINT (-117.0804262 32.578856)
,3572571499,,POINT (-116.9795619 32.7831664)
turning_circle,49618283,,POINT (-117.017159 32.699429)
turning_circle,49225065,,POINT (-117.080208 32.579063)
,49618286,,POINT (-117.0177 32.699852)
,49618288,,POINT (-117.050529 32.627548)
,1336352113,,POINT (-117.0848384 32.7521543)
,3378978170,,POINT (-117.1594748 32.7421315)
,3378978171,,POINT (-117.1705413 32.7349254)
,49159552,,POINT (-117.070358 32.742489)
turning_circle,3378978176,,POINT (-117.1695623 32.7468961)
turning_circle,3378978177,,POINT (-117.1694497 32.7478549)
,49159555,,POINT (-117.069946 32.74147)
,49159561,,POINT (-117.070557 32.740715)
,49028494,,POINT (-116.902809 32.704514)
,49028496,,POINT (-116.902878 32.705807)
,296689044,,POINT (-117.0178863 32.7719983)
,660544916,,POINT (-117.2499751 32.7917913)
,49552792,,POINT (-117.149193 32.696911)
turning_circle,49749412,,POINT (-117.196381 32.777695)
turning_circle,49552806,,POINT (-117.053268 32.600826)
,278076838,,POINT (-117.1964518 32.7296751)
,49421738,,POINT (-117.074562 32.713367)
traffic_signals,316743092,,POINT (-117.1463465 32.746417)
,2800426426,,POINT (-117.1944084 32.7320716)
,2800426433,,POINT (-117.1743333 32.7261388)
,49159625,,POINT (-116.982841 32.735409)
,48963020,,POINT (-116.995573 32.773526)
,49028557,,POINT (-116.916611 32.7925997)
,49159630,,POINT (-116.982224 32.735287)
,49094093,,POINT (-117.151207 32.745369)
,49094095,,POINT (-117.151222 32.747452)
traffic_signals,49094096,,POINT (-117.1512269 32.7484149)
,49159634,,POINT (-117.123917 32.704865)
stop,49094097,,POINT (-117.151222 32.749565)
,49159637,,POINT (-117.123909 32.702251)
,49094101,,POINT (-117.1512024 32.7509112)
,49159639,,POINT (-117.123894 32.701206)
,49094104,,POINT (-117.151199 32.743805)
,49159643,,POINT (-117.1240436 32.7011944)
,49094109,,POINT (-117.1511977 32.7411356)
,49094110,,POINT (-117.151176 32.741718)
,49159647,,POINT (-117.1240494 32.699444)
,49094111,,POINT (-117.151192 32.742249)
,49159652,,POINT (-117.1243302 32.6977469)
,49028581,,POINT (-116.937271 32.789021)
,49028582,,POINT (-116.937271 32.788921)
,49028580,,POINT (-116.91801 32.7924688)
,49290730,,POINT (-117.165359 32.786671)
,49290734,,POINT (-117.165077 32.786884)
turning_circle,49683954,,POINT (-116.989067 32.761322)
traffic_signals,2800426493,,POINT (-117.1735318 32.7250343)
,6112353792,,POINT (-117.1090434 32.6752289)
,49552901,,POINT (-117.124252 32.693474)
,49094158,,POINT (-117.063049 32.771488)
,49552915,,POINT (-117.124527 32.691841)
,49094163,,POINT (-117.063728 32.774475)
,49552919,,POINT (-117.230362 32.749836)
,565321239,,POINT (-117.1885197 32.6895281)
,49552921,,POINT (-117.232094 32.750912)
,846536215,,POINT (-117.18255 32.74097)
turning_circle,49094168,,POINT (-117.0644291 32.7772211)
,660545048,,POINT (-117.2489412 32.7920112)
,49159725,,POINT (-116.945442 32.777634)
,49618485,,POINT (-117.008682 32.788387)
,49159735,,POINT (-116.945709 32.775482)
,4239531582,,POINT (-116.9798966 32.6488528)
,4239531583,,POINT (-116.9799814 32.6488469)
traffic_signals,316481090,,POINT (-117.1604154 32.7482809)
turning_circle,49421914,,POINT (-116.949883 32.767445)
,49421918,,POINT (-117.165001 32.755196)
,49421919,,POINT (-117.1671498 32.7552192)
,5312224866,,POINT (-116.9409626 32.6305481)
,5312224867,,POINT (-116.9410569 32.6305324)
,6035807846,,POINT (-117.0437069 32.7777643)
,347414120,,POINT (-117.073824 32.7732075)
,49159786,,POINT (-117.0707001 32.7291356)
,48897658,,POINT (-117.143037 32.6997977)
,49290878,,POINT (-117.127693 32.750351)
,49487486,,POINT (-117.1485899 32.7168092)
,49290880,,POINT (-117.127693 32.752216)
,48897665,,POINT (-117.139252 32.69875)
,49290882,,POINT (-117.1277009 32.7540716)
,49290884,,POINT (-117.1276994 32.75541)
traffic_signals,49487495,,POINT (-117.1486101 32.7094079)
,49290888,,POINT (-117.127708 32.75729)
stop,49487496,,POINT (-117.1486184 32.7104563)
,49290890,,POINT (-117.127728 32.7609068)
,49487498,,POINT (-117.1486176 32.7115377)
,49487504,,POINT (-117.097076 32.576508)
,49159831,,POINT (-117.006432 32.73315)
,49159837,,POINT (-117.005447 32.733116)
,49094302,,POINT (-117.001358 32.772411)
,49159842,,POINT (-117.0032584 32.7328357)
,49159846,,POINT (-117.088203 32.715763)
turning_circle,49159848,,POINT (-117.08725 32.715755)
,49618604,,POINT (-116.96904 32.732616)
,2138447534,,POINT (-117.0729791 32.7485906)
,49159855,,POINT (-117.076233 32.7271)
,49749678,,POINT (-117.144402 32.750293)
,49094321,,POINT (-116.997147 32.77298)
,49094322,,POINT (-116.99714 32.7735344)
,2138447539,,POINT (-117.0721998 32.7485093)
,2138447540,,POINT (-117.0791292 32.7446584)
,2138447541,,POINT (-117.0791272 32.7448187)
,49094324,,POINT (-117.024651 32.645142)
,49094333,,POINT (-117.021446 32.646767)
,49094337,,POINT (-117.106247 32.767673)
,2138447559,,POINT (-117.079446 32.7448947)
,49094344,,POINT (-117.047974 32.555099)
,2138447561,,POINT (-117.0794464 32.744618)
,49094345,,POINT (-117.043518 32.555084)
,49094346,,POINT (-117.042587 32.555069)
,48963283,,POINT (-117.105621 32.669491)
,49094363,,POINT (-117.058502 32.74651)
,49094368,,POINT (-117.057503 32.746216)
,49749728,,POINT (-117.123993 32.750366)
,49094371,,POINT (-117.069656 32.780834)
,49094375,,POINT (-117.0996675 32.6570488)
,4848230120,,POINT (-117.0414222 32.6275363)
,49094376,,POINT (-117.100906 32.656708)
stop,49094377,,POINT (-117.1027785 32.6561925)
,49094378,,POINT (-117.1039533 32.6558684)
traffic_signals,49749739,,POINT (-117.121071 32.749958)
,49290993,,POINT (-117.09034 32.76722)
,49094386,,POINT (-117.105232 32.6561191)
,49094387,,POINT (-116.98378 32.755196)
,49094390,,POINT (-117.024658 32.781956)
,49094394,,POINT (-117.023232 32.784096)
,48963324,,POINT (-117.07901 32.668343)
,48963325,,POINT (-117.078453 32.668503)
,49291009,,POINT (-117.062149 32.770668)
motorway_junction,48963329,11,POINT (-116.9774358 32.7443946)
,48963330,,POINT (-116.972977 32.74345)
,49291016,,POINT (-117.062737 32.771553)
,48963350,,POINT (-117.099191 32.6885246)
,49159972,,POINT (-116.952164 32.799095)
,49159974,,POINT (-116.950974 32.799103)
,49618729,,POINT (-117.05822 32.75869)
,49028908,,POINT (-116.971977 32.781857)
,49028909,,POINT (-116.971977 32.782227)
,49028911,,POINT (-116.962303 32.784046)
,48897841,,POINT (-117.0080989 32.7756201)
,49028913,,POINT (-116.962303 32.784119)
,48897857,,POINT (-117.002714 32.7736547)
,48897859,,POINT (-117.002381 32.7728642)
,49160005,,POINT (-117.136597 32.697548)
,49160007,,POINT (-117.1359576 32.6975541)
,49553224,,POINT (-117.200867 32.770489)
,49160009,,POINT (-117.1347835 32.6975717)
,49160011,,POINT (-117.1338124 32.6975883)
,49553227,,POINT (-117.224617 32.756199)
turning_circle,49553229,,POINT (-117.224388 32.756516)
turning_circle,49684300,,POINT (-117.178619 32.795643)
,49225547,,POINT (-117.048264 32.669323)
,49160016,,POINT (-117.129494 32.697575)
,49553232,,POINT (-117.231331 32.748722)
,49225548,,POINT (-117.04808 32.668648)
,49225554,,POINT (-117.204231 32.775513)
,4604108627,,POINT (-117.1039821 32.6785614)
,49749844,,POINT (-116.953659 32.781219)
,49225556,,POINT (-117.203119 32.7757188)
,49225561,,POINT (-117.202057 32.775394)
,4341833576,,POINT (-116.9622984 32.7957246)
,2808094569,,POINT (-117.1610415 32.7093795)
,2808094570,,POINT (-117.1601315 32.7093725)
,49225578,,POINT (-117.2166629 32.7459058)
,4341833582,,POINT (-116.9623076 32.797493)
,4341833585,,POINT (-116.9622996 32.799141)
motorway_junction,49749875,13B,POINT (-117.137262 32.6972725)
,49291126,,POINT (-117.042603 32.776218)
,49291127,,POINT (-117.042633 32.777149)
,49749884,,POINT (-117.140519 32.699627)
,49225598,,POINT (-117.213799 32.748421)
,49225599,,POINT (-117.213577 32.748695)
,3642892164,,POINT (-117.0294071 32.5964001)
,3642892166,,POINT (-117.0305858 32.5964304)
turning_circle,49422216,,POINT (-117.065071 32.69162)
turning_circle,49618824,,POINT (-117.011147 32.721832)
,48963468,,POINT (-117.1046544 32.7683616)
,48963470,,POINT (-117.1047455 32.7684564)
,49422223,,POINT (-117.064613 32.691917)
,49684367,,POINT (-117.238327 32.786469)
turning_circle,49422225,,POINT (-117.06382 32.692139)
motorway_junction,49749909,14A,POINT (-117.145531 32.703079)
,49291160,,POINT (-117.191116 32.7557055)
,1724784552,,POINT (-117.2174785 32.7267604)
,49291178,,POINT (-117.1925483 32.7555015)
,49291184,,POINT (-117.062317 32.653877)
turning_circle,49225650,,POINT (-117.199074 32.796444)
,49225655,,POINT (-117.197777 32.796837)
,1724784571,,POINT (-117.2180651 32.727157)
,1724784572,,POINT (-117.218151 32.7272713)
,49291197,,POINT (-117.062241 32.652241)
,49422269,,POINT (-117.196953 32.779022)
turning_circle,3876921276,,POINT (-116.9328148 32.6730905)
,3352829888,,POINT (-117.0707224 32.7726203)
turning_circle,1229987776,,POINT (-116.9907473 32.6671022)
,3876921279,,POINT (-116.9351647 32.6732872)
turning_circle,3876921280,,POINT (-116.9357094 32.6733556)
,1229987780,,POINT (-116.9959948 32.6690578)
turning_circle,3876921281,,POINT (-116.9325161 32.6742699)
,3876921284,,POINT (-116.9351189 32.674503)
,1229987783,,POINT (-116.9950442 32.6692653)
,49422280,,POINT (-117.195473 32.778427)
,3876921289,,POINT (-116.9325215 32.6754037)
turning_circle,49422282,,POINT (-117.19487 32.778065)
,49487818,,POINT (-116.924606 32.792732)
,49487819,,POINT (-116.924599 32.792046)
traffic_signals,49225673,,POINT (-117.1933853 32.7974157)
,3876921293,,POINT (-116.9353999 32.6757739)
,49618893,,POINT (-117.1495308 32.7732086)
,49487823,,POINT (-116.924583 32.790039)
,49487821,,POINT (-116.924591 32.790703)
,1724784594,,POINT (-117.2190562 32.7299163)
,3876921298,,POINT (-116.9325812 32.6767271)
turning_circle,1229987796,,POINT (-116.9953231 32.6700736)
,3876921299,,POINT (-116.9347101 32.6768322)
,49487827,,POINT (-116.924583 32.789368)
turning_circle,1229987799,,POINT (-116.9920187 32.6674228)
traffic_signals,1724784604,,POINT (-117.2226402 32.7321982)
,1229987811,,POINT (-116.9908369 32.6663805)
traffic_signals,1724784615,,POINT (-117.2226919 32.732141)
turning_circle,49356775,,POINT (-116.918808 32.751255)
,48963560,,POINT (-117.1965369 32.726349)
,1724784620,,POINT (-117.2201263 32.7305498)
,401874925,,POINT (-117.2327923 32.7447427)
,2627674094,,POINT (-116.9646152 32.6314099)
,3590725615,,POINT (-117.0578638 32.7389054)
,2627674095,,POINT (-116.9647708 32.6318323)
,3590725617,,POINT (-117.0574858 32.7392513)
,1724784625,,POINT (-117.2191816 32.7298448)
,3590725619,,POINT (-117.0578676 32.7392752)
,3590725620,,POINT (-117.0576089 32.7394288)
,49291253,,POINT (-117.002083 32.631245)
,2627674096,,POINT (-116.9648003 32.6319052)
,3590725623,,POINT (-117.0571597 32.7398077)
,2627674097,,POINT (-116.9652295 32.6325967)
,49094644,,POINT (-117.090477 32.700439)
,49094645,,POINT (-117.090492 32.699749)
,3590725627,,POINT (-117.0576002 32.739845)
,49094646,,POINT (-117.090508 32.699043)
,49618937,,POINT (-117.026047 32.648499)
turning_circle,49094650,,POINT (-117.090286 32.694035)
,49094651,,POINT (-117.090302 32.693592)
,49618938,,POINT (-117.167747 32.795227)
turning_circle,49618939,,POINT (-117.167747 32.796406)
,49618942,,POINT (-117.017578 32.647301)
traffic_signals,49094659,,POINT (-117.1142158 32.7114585)
,49094660,,POINT (-117.1141935 32.713197)
,49291269,,POINT (-117.000847 32.632484)
,1724784646,,POINT (-117.2182755 32.727213)
,1724784647,,POINT (-117.2181879 32.727101)
,49094664,,POINT (-117.114616 32.714607)
turning_circle,49094667,,POINT (-117.041222 32.73267)
,49094668,,POINT (-117.041222 32.733379)
turning_circle,49094669,,POINT (-117.041222 32.733894)
,4848230421,,POINT (-117.0413142 32.6271631)
,4848230422,,POINT (-117.0404834 32.6273873)
,4848230423,,POINT (-117.0417548 32.6270439)
,1724784661,,POINT (-117.2175912 32.7267503)
,4848230425,,POINT (-117.0418782 32.6274776)
turning_circle,49618966,,POINT (-116.9327437 32.7519852)
traffic_signals,5826224153,,POINT (-117.1992775 32.7597469)
,49618975,,POINT (-116.9345551 32.7525445)
motorway_junction,49750049,2,POINT (-117.0590394 32.5573049)
,435822630,,POINT (-117.1518152 32.7443962)
,1724784678,,POINT (-117.2216295 32.731582)
,49618985,,POINT (-117.005127 32.630497)
,49094698,,POINT (-116.9876973 32.6379543)
,49094699,,POINT (-116.9870525 32.638386)
,49094700,,POINT (-116.98658 32.638611)
turning_circle,49094701,,POINT (-116.9846296 32.6394466)
motorway_junction,49750057,1B,POINT (-117.0416643 32.5501442)
,49094708,,POINT (-117.0558274 32.7111918)
,49094709,,POINT (-117.0558204 32.711517)
,49619004,,POINT (-117.0296811 32.6410292)
,5670510691,,POINT (-117.0821337 32.7149932)
,49684587,,POINT (-117.093643 32.70665)
,49684590,,POINT (-116.954079 32.755444)
,49094780,,POINT (-117.089752 32.764248)
,49356924,,POINT (-117.176193 32.776684)
,49356930,,POINT (-117.175133 32.776199)
,49094788,,POINT (-117.090202 32.765808)
turning_circle,49094789,,POINT (-116.9460154 32.7663733)
,49356941,,POINT (-117.172752 32.774853)
,49553554,,POINT (-117.027382 32.678596)
,49094805,,POINT (-116.942017 32.767235)
turning_circle,49356949,,POINT (-117.169197 32.773937)
,49684635,,POINT (-116.915787 32.75914)
traffic_signals,49553578,,POINT (-117.1403408 32.7052633)
,49553583,,POINT (-117.1381081 32.7053142)
,2009604273,,POINT (-117.2164417 32.7967132)
,49684660,,POINT (-117.0476248 32.7754437)
,49553588,,POINT (-117.1338818 32.705339)
,49553591,,POINT (-117.1295324 32.7053666)
,49553593,,POINT (-117.127388 32.705345)
,1919951038,,POINT (-117.1403695 32.7891132)
,49684683,,POINT (-117.0214727 32.6970744)
,49684684,,POINT (-117.020317 32.696758)
,49553613,,POINT (-117.0216432 32.7728196)
,2009604301,,POINT (-117.2158095 32.7978595)
,49553615,,POINT (-117.0209974 32.7728215)
,49553618,,POINT (-117.1241134 32.7054095)
,49357012,,POINT (-116.977867 32.731876)
,49684694,,POINT (-116.986633 32.764359)
turning_circle,49684697,,POINT (-116.9869554 32.7643639)
,289546457,,POINT (-117.1193894 32.7058355)
,49553628,,POINT (-117.151614 32.7052346)
,49029341,,POINT (-117.0039838 32.7593155)
turning_circle,49684701,,POINT (-117.076447 32.583431)
,356524267,,POINT (-116.9725933 32.6203214)
turning_circle,49553654,,POINT (-116.9713569 32.7469419)
,49252188,,POINT (-116.993408 32.753708)
,49357071,,POINT (-117.1647167 32.7157798)
,49357073,,POINT (-117.1656112 32.7157787)
,49488146,,POINT (-117.029182 32.611389)
,49357075,,POINT (-117.1664836 32.7157686)
stop,49160471,,POINT (-117.2128669 32.7362354)
stop,49160472,,POINT (-117.2139457 32.7370391)
,49488152,,POINT (-117.0282505 32.6113319)
crossing,49160474,,POINT (-117.2146964 32.7376102)
,276242713,,POINT (-117.2020675 32.7550722)
traffic_signals,49357087,,POINT (-117.170991 32.7157681)
,846536992,,POINT (-117.1934396 32.7544665)
,49488165,,POINT (-116.903313 32.757984)
,49488166,,POINT (-116.903488 32.757786)
,49488171,,POINT (-116.903664 32.757584)
,49488179,,POINT (-117.071564 32.575752)
,49094966,,POINT (-117.0809049 32.6380751)
,49094967,,POINT (-117.08297 32.637554)
,49094968,,POINT (-117.084511 32.637131)
,49094969,,POINT (-117.085533 32.636841)
,49094970,,POINT (-117.086357 32.636608)
motorway_junction,295182651,7,POINT (-117.0438148 32.7447565)
,49094971,,POINT (-117.087051 32.636425)
,49357111,,POINT (-117.04583 32.607349)
,49094973,,POINT (-117.091148 32.635273)
turning_circle,49357114,,POINT (-117.045311 32.607391)
,1935699040,,POINT (-117.2376838 32.7748139)
,49291589,,POINT (-116.949508 32.5508528)
,49488203,,POINT (-117.071716 32.573318)
,287973708,,POINT (-117.0619664 32.6477632)
,49160530,,POINT (-117.060204 32.77433)
,49291611,,POINT (-117.093712 32.705059)
,49160545,,POINT (-117.061043 32.775337)
turning_circle,49095011,,POINT (-116.99894 32.701382)
,49160548,,POINT (-117.060677 32.769775)
,49160549,,POINT (-117.060448 32.770592)
,49095013,,POINT (-116.998917 32.702282)
,49160551,,POINT (-117.060371 32.771084)
,49095014,,POINT (-116.998894 32.703365)
,49095015,,POINT (-116.998878 32.704208)
,49160554,,POINT (-117.059387 32.768627)
,49095016,,POINT (-116.998833 32.706066)
,49095017,,POINT (-116.998779 32.707924)
,49095018,,POINT (-116.998688 32.711628)
,49095019,,POINT (-116.998642 32.7134975)
,49160559,,POINT (-117.06012 32.769665)
,49095020,,POINT (-116.998619 32.714905)
turning_circle,49357167,,POINT (-117.0203608 32.7740422)
,49357177,,POINT (-117.109009 32.666645)
,49357179,,POINT (-117.109528 32.666489)
turning_circle,49684861,,POINT (-116.948578 32.767387)
,49357183,,POINT (-117.1121098 32.6657937)
,49357184,,POINT (-117.1127095 32.6656189)
,49684870,,POINT (-116.948997 32.769306)
,49095048,,POINT (-117.093307 32.686443)
turning_circle,49291657,,POINT (-117.0911298 32.7793151)
,49095051,,POINT (-117.0950707 32.6881488)
,49488267,,POINT (-117.045418 32.578648)
turning_circle,49488269,,POINT (-117.044258 32.578632)
,49488282,,POINT (-117.06723 32.770706)
,48964002,,POINT (-117.2112918 32.7980937)
stop,49488294,,POINT (-117.0669783 32.7731143)
,48964007,,POINT (-117.209419 32.796387)
turning_circle,49553834,,POINT (-117.025597 32.585388)
,49619381,,POINT (-117.024902 32.648224)
,49488317,,POINT (-117.0676065 32.7767822)
turning_circle,49488325,,POINT (-116.9626618 32.6591826)
,49095111,,POINT (-117.038589 32.737099)
,49095112,,POINT (-117.037514 32.737129)
,49095113,,POINT (-117.0364733 32.7371249)
,49095114,,POINT (-117.033409 32.737129)
,49488330,,POINT (-116.914307 32.766655)
,49095115,,POINT (-117.236229 32.790943)
,49488333,,POINT (-116.91433 32.768051)
,49095117,,POINT (-117.235313 32.791145)
,49095119,,POINT (-117.234413 32.791348)
,49095121,,POINT (-117.2334966 32.7915536)
,49095122,,POINT (-117.232582 32.791752)
,49095123,,POINT (-117.231903 32.791901)
,1188766164,,POINT (-117.1636935 32.7414583)
,49095124,,POINT (-117.240753 32.789948)
,49095126,,POINT (-117.239883 32.790146)
,49095127,,POINT (-117.110512 32.682133)
,49095129,,POINT (-117.109978 32.680702)
,49095130,,POINT (-117.109642 32.67984)
,49422811,,POINT (-117.085426 32.777302)
,49095131,,POINT (-117.1093725 32.6789646)
,1188766170,,POINT (-117.1638452 32.7418637)
,49095133,,POINT (-117.1090435 32.6781251)
,49095135,,POINT (-117.107964 32.675529)
,49095136,,POINT (-117.107628 32.674664)
